model_id,lema,jawaban_model,kunci_hadir,sim_definisi,persentil_vs_skor_kebetulan,peringkat_dalam_lema,jumlah_makna,latency_ms,biaya_usd,tokens_in,tokens_out
gemma-4-31b,nggapleki,"**Nggapleki** berarti menyebalkan, menjengkelkan, atau membuat orang merasa gemas karena tingkah lakunya.",1,0.5713,0.9992,1,1,3555,1.4e-05,38,30
gemma-4-31b,Nggawe,**Nggawe** berarti membuat atau bekerja.,1,0.4307,0.9924,19,1,585,6.98e-06,36,11
gemma-4-31b,nggeh,"""Nggeh"" berarti ""ya"" dalam tingkatan bahasa Jawa halus (Krama).",1,0.2918,0.946,7,1,1470,1.04e-05,36,20
gemma-4-31b,Nggoser,*Nggoser* artinya menggeser atau mendorong sesuatu agar berpindah tempat.,0,0.3033,0.9539,9,1,1235,9.72e-06,36,18
gemma-4-31b,Nggugah,**Nggugah** berarti membangunkan (orang tidur) atau membangkitkan (perasaan/semangat).,1,0.4254,0.9918,8,1,1325,1.217e-05,37,26
gemma-4-31b,Ngono,**Ngono** artinya adalah **begitu** atau **seperti itu**.,1,0.3278,0.9671,1,1,1030,9.28e-06,35,17
gemma-4-31b,Niku,"*Niku* berarti ""itu"" (dalam tingkatan bahasa halus/Krama).",1,0.1537,0.7051,5,1,4031,1.177e-05,35,19
gemma-4-31b,Ning,"Kata ""ning"" dalam bahasa Jawa berarti ""di"" atau ""di dalam"".",0,0.0142,0.1367,20,2,656,8.84e-06,34,17
gemma-4-31b,Ningali,Ningali berarti melihat.,1,0.1563,0.7132,14,1,673,6.83e-06,35,6
gemma-4-31b,Njero,Njero berarti **dalam** atau **bagian dalam**.,1,0.1249,0.6043,12,1,1014,7.58e-06,35,12
gemma-4-31b,Nrimo,*Nrimo* berarti menerima dengan ikhlas atau pasrah terhadap keadaan.,1,0.5423,0.9987,7,1,1410,9.02e-06,36,17
gemma-4-31b,Nyambut,**Nyambut** berarti bekerja atau mencari nafkah.,1,0.4795,0.9964,3,1,1005,9.11e-06,35,12
gemma-4-31b,Nyandhak,"*Nyandhak* berarti meraih, memegang, atau mencapai.",1,0.5459,0.9988,3,1,1057,8.34e-06,36,15
gemma-4-31b,Og,"Kata ""og"" (atau ""ogé"") dalam bahasa Jawa (terutama dialek tertentu atau pengaruh Sunda) berarti **juga**.",0,0.1999,0.8243,11,1,1083,1.582e-05,34,30
gemma-4-31b,Padha,"Kata ""padha"" dalam bahasa Indonesia berarti ""sama"" atau ""serupa"".",1,0.6901,0.9999,8,3,966,9.62e-06,35,18
gemma-4-31b,Pancen,**Pancen** artinya adalah **memang**.,1,0.3287,0.9675,11,1,1388,6.89e-06,35,11
gemma-4-31b,Panggah,"**Panggah** berarti tetap, masih, atau tidak berubah.",1,0.5121,0.9979,4,1,1452,1.038e-05,36,15
gemma-4-31b,Panjenengan,"Panjenengan berarti ""Anda"" atau ""Kamu"" dalam bentuk bahasa Jawa halus (Krama Inggil).",1,0.1811,0.7813,11,1,1091,1.176e-05,36,24
gemma-4-31b,Pedhot,Pedhot artinya putus.,1,0.2602,0.9176,8,1,710,5.88e-06,35,7
gemma-4-31b,Pewe,"**Pewe** adalah singkatan dari *posisi enak*, yang berarti merasa nyaman atau betah dalam suatu posisi atau situasi.",1,0.724,0.9999,1,2,2169,1.481e-05,35,27
gemma-4-31b,Pindho,Pindho artinya adalah kedua atau kedua kalinya.,1,0.5054,0.9976,5,1,719,7.32e-06,36,12
gemma-4-31b,Pirantos,Pirantos berarti alat atau perkakas.,1,0.5524,0.9989,7,1,1327,7.97e-06,35,9
gemma-4-31b,Pitakon,Pitakon berarti pertanyaan.,1,0.5305,0.9984,13,1,680,6.83e-06,35,6
gemma-4-31b,Piyambak,Piyambak berarti sendiri atau sendirian.,1,0.7475,1.0,2,2,2461,6.98e-06,36,11
gemma-4-31b,Purun,Purun berarti mau atau bersedia.,1,0.7229,0.9999,5,1,738,7.97e-06,35,9
gemma-4-31b,Reksa,"Reksa berarti menjaga, memelihara, atau melindungi.",1,0.7257,1.0,2,1,1174,7.57e-06,35,13
gemma-4-31b,Rene,**Rene** berarti **ke sini**.,1,0.4258,0.9918,4,1,1070,6.22e-06,34,10
gemma-4-31b,Riyoyo,Riyoyo berarti hari raya atau perayaan hari besar (biasanya merujuk pada Idul Fitri).,1,0.5161,0.998,5,1,1601,1.166e-05,35,24
gemma-4-31b,Rontek,Rontek berarti rontok atau gugur (biasanya digunakan untuk daun atau rambut).,0,0.1906,0.8041,8,1,1157,9.96e-06,35,19
gemma-4-31b,Sae,Sae berarti bagus atau baik.,1,0.4393,0.9934,12,1,808,5.87e-06,35,8
gemma-4-31b,Saged,**Saged** berarti **bisa** atau **dapat** (dalam tingkatan bahasa halus/Krama).,1,0.3965,0.9875,13,1,1524,1.405e-05,35,25
gemma-4-31b,Sagedipun,"**Sagedipun** berarti ""sebisa mungkin"" atau ""semampunya"".",1,0.1417,0.6657,10,1,1436,1.152e-05,36,18
gemma-4-31b,Sampun,**Sampun** berarti **sudah** (dalam bentuk krama/halus).,1,0.4357,0.993,15,2,664,9.61e-06,35,19
gemma-4-31b,Sanadyan,**Sanadyan** berarti **meskipun** atau **walaupun**.,1,0.2919,0.9461,7,1,1135,1.076e-05,36,16
gemma-4-31b,Seje,**Seje** berarti berbeda atau tidak sama.,1,0.5127,0.9979,2,1,948,8.73e-06,35,11
gemma-4-31b,Senep,"**Senep** berarti perasaan sedih, kecewa, atau terharu yang mendalam.",0,0.382,0.9847,3,2,1863,1.253e-05,35,21
gemma-4-31b,Sewelas,Sewelas artinya sebelas.,1,0.4672,0.9957,7,1,1875,7.21e-06,35,7
gemma-4-31b,Sitok,Sitok berarti satu (bahasa Jawa dialek tertentu/ngoko).,1,0.2106,0.8456,11,1,613,8.59e-06,35,16
gemma-4-31b,Songo,Songo berarti sembilan.,1,0.3449,0.9742,6,1,9787,8.1e-06,35,8
gemma-4-31b,sopo,"Sopo berarti ""siapa"".",1,0.4112,0.9899,5,1,830,7.59e-06,35,8
gemma-4-31b,Stel kendo,"""Stel kendo"" berarti bersikap santai, tidak terlalu serius, atau tidak tegang.",1,0.6412,0.9997,2,1,3394,1.108e-05,36,22
gemma-4-31b,Sugeng,**Sugeng** berarti selamat atau sejahtera.,1,0.4567,0.9949,10,1,774,6.9e-06,35,10
gemma-4-31b,Sumelang,"**Sumelang** berarti merasa khawatir, cemas, atau waswas.",1,0.6179,0.9996,1,1,1598,1.063e-05,35,16
gemma-4-31b,Sundel,Sundel berarti pelacur atau wanita tuna susila.,1,0.3725,0.9826,6,2,1888,7.92e-06,35,13
gemma-4-31b,Surup,Surup berarti waktu matahari terbenam atau menjelang malam (senja).,1,0.862,1.0,1,1,1518,1.101e-05,35,17
gemma-4-31b,Syawalan,Syawalan adalah tradisi berkunjung ke rumah keluarga atau kerabat untuk bersilaturahmi setelah hari raya Idul Fitri.,1,0.6187,0.9996,12,1,2391,1.31e-05,36,29
gemma-4-31b,Tali goci,Tali goci adalah tali pengikat atau tali pengikat barang yang biasanya terbuat dari serat alami atau plastik.,0,0.4059,0.9891,15,1,1452,1.393e-05,37,24
gemma-4-31b,Tengen,Tengen berarti kanan.,1,0.2556,0.9124,7,1,626,5.54e-06,35,6
gemma-4-31b,Tiwas,**Tiwas** berarti mati atau meninggal dunia (biasanya digunakan untuk menggambarkan kematian yang terjadi secara tiba-tiba atau dalam situasi tertentu).,1,0.5971,0.9994,4,3,15725,1.61e-05,35,28
gemma-4-31b,Tresna,Tresna berarti cinta atau kasih sayang.,1,0.5064,0.9977,2,1,761,7.97e-06,35,9
gemma-4-31b,Tumbas,Tumbas artinya membeli (digunakan dalam ragam bahasa krama/halus).,1,0.5002,0.9974,4,1,1035,9.7e-06,36,19
gemma-4-31b,Tur,"Kata ""tur"" dalam bahasa Jawa berarti **tidur**.",0,-0.0245,0.0413,17,1,984,7.82e-06,34,13
gemma-4-31b,Unjung-unjung,Unjung-unjung berarti menggendong anak kecil sambil berjalan-jalan atau menghibur agar tertidur.,0,0.2753,0.9325,7,1,1051,1.081e-05,37,22
gemma-4-31b,Urug,Urug berarti kegiatan mengisi lubang atau lahan rendah dengan tanah atau material lain agar menjadi rata.,1,0.7785,1.0,3,1,1320,9.95e-06,35,20
gemma-4-31b,Wadon,Wadon berarti perempuan atau betina.,1,0.4718,0.996,7,1,925,6.21e-06,35,9
gemma-4-31b,Wedhi,Wedhi berarti pasir.,1,0.3308,0.9684,5,1,1304,7.3e-06,35,6
gemma-4-31b,Wo,"Kata ""Wo"" tidak memiliki arti dalam bahasa Jawa; kemungkinan Anda salah mengetik atau maksudnya adalah kata lain.",0,0.3485,0.9754,6,2,1588,1.354e-05,34,24
gemma-4-31b,Yen,"Kata ""yen"" dalam bahasa Indonesia berarti **""jika""** atau **""kalau""**.",1,0.5145,0.998,10,1,1156,1.054e-05,34,22
glm-5.3-flash,akeh,"""Akeh"" artinya ""banyak"" dalam bahasa Indonesia.",1,0.3821,0.9848,6,1,3002,2.415e-05,42,84
glm-5.3-flash,Anggitan,**Anggitan** berarti karya sastra atau ciptaan (seperti tembang/puisi) dalam bahasa Indonesia.,0,0.4885,0.9969,2,1,15954,0.000118225,43,460
glm-5.3-flash,bajigur,"Bajigur (sebenarnya istilah Sunda, bukan Jawa) adalah minuman tradisional hangat khas Jawa Barat yang terbuat dari gula aren/merah, santan, dan jahe.",1,0.6904,0.9999,10,2,20227,0.0003548,42,697
glm-5.3-flash,Balung,Balung berarti **tulang**.,1,0.1988,0.8219,17,1,4865,1.815e-05,42,60
glm-5.3-flash,bantet,**Bantet** dalam bahasa Jawa berarti **pendek** (misalnya: rambute bantet = rambutnya pendek).,1,-0.0322,0.0308,20,1,8674,4.5225e-05,43,168
glm-5.3-flash,Bedat,**Bedat** dalam bahasa Jawa berarti merosot atau turun dengan cara bergeser (meluncur perlahan ke bawah).,0,0.2897,0.9445,3,1,26524,0.00022965,42,906
glm-5.3-flash,Bisane,"Bisane artinya ""kemampuannya"" atau ""yang bisa"".",1,0.4186,0.9909,5,2,8339,7.165e-05,42,274
glm-5.3-flash,Blumbang,"**Blumbang** berarti sawah yang telah dicangkul/dibajak dan digenangi air, siap untuk ditanami padi.",0,0.6113,0.9996,7,1,6561,6.7725e-05,43,258
glm-5.3-flash,Bolo,**Bolo** dalam bahasa Jawa berarti teman atau sahabat dalam bahasa Indonesia.,1,0.5222,0.9982,3,3,5895,2.765e-05,42,98
glm-5.3-flash,Bondho,"**Bondho** dalam bahasa Jawa berarti ""modal"" (uang atau biaya untuk usaha) dalam bahasa Indonesia.",1,0.4601,0.9952,8,1,13062,7.815e-05,42,300
glm-5.3-flash,Bongko,Bongko artinya bungkusan atau pembungkus (misalnya bungkusan makanan/kopi yang dibungkus daun atau kertas).,0,0.2888,0.9439,7,2,6452,1.8475e-05,43,61
glm-5.3-flash,Briwut,**Briwut** berarti terhuyung-huyung atau bergoyang-goyang (tidak stabil) saat berjalan.,0,0.2754,0.9326,5,1,14553,9.4475e-05,43,365
glm-5.3-flash,Carane,"**Carane** artinya ""caranya"" (cara atau tindakan yang dilakukan).",1,0.2851,0.941,19,1,9330,4.09e-05,42,151
glm-5.3-flash,Celuk,"Dalam bahasa Jawa, ""celuk"" artinya ""memanggil"" dalam bahasa Indonesia.",1,0.4377,0.9932,4,1,12381,5.59e-05,42,211
glm-5.3-flash,Cempe,Cempe berarti anak kambing atau anak domba yang masih kecil.,1,0.6684,0.9998,1,1,8945,3.9725e-05,43,146
glm-5.3-flash,Cetho,"**Cetho** (cetha) artinya ""jelas"" dalam bahasa Indonesia.",1,0.5624,0.999,2,1,10884,5.6725e-05,43,214
glm-5.3-flash,Cilik,**Cilik** artinya kecil dalam bahasa Indonesia.,1,0.5348,0.9985,17,1,8519,2.54e-05,42,89
glm-5.3-flash,Crigis,Crigis artinya bergerigi atau berujung lancip-lancip (runcing) seperti berduri.,0,0.3821,0.9848,5,1,16635,9.8725e-05,43,382
glm-5.3-flash,Dalem,"""Dalem"" artinya ""dalam"" (di dalam), dan juga dapat merujuk pada bagian dalam keraton atau sebagai sebutan hormat bagi raja/bangsawan.",0,0.5365,0.9986,2,3,13345,8.89e-05,42,343
glm-5.3-flash,Dateng,"**Dateng** artinya ""datang"" (mari/tiba), atau dapat juga berarti ""ke"" sebagai kata depan (misalnya: *lunga dateng pasar* = pergi ke pasar).",1,0.6725,0.9998,1,2,15617,0.00010415,42,404
glm-5.3-flash,Dong opo ora,"""Dong opo ora"" artinya ""atau tidak?"" — ungkapan untuk meminta konfirmasi, mirip ""benarkah?"" atau ""iya nggak?""",0,0.3966,0.9876,7,1,23429,0.0001893,44,744
glm-5.3-flash,Dudu,"""Dudu"" dalam bahasa Jawa berarti ""bukan"" dalam bahasa Indonesia.",1,0.3273,0.9668,7,1,4845,3.74e-05,42,137
glm-5.3-flash,Embuh,"""Embuh"" dalam bahasa Indonesia berarti ""tidak tahu"" atau ""entah"".",1,0.466,0.9956,11,1,8274,3.14e-05,42,113
glm-5.3-flash,Endog,Endog artinya telur.,1,0.5845,0.9993,2,1,9857,3.74e-05,42,137
glm-5.3-flash,Entek,"""Entek"" dalam bahasa Jawa berarti ""habis"" dalam bahasa Indonesia.",1,0.3904,0.9865,9,1,8098,3.115e-05,42,112
glm-5.3-flash,Gangsal,**Gangsal** berarti **lima** (angka 5) dalam bahasa Indonesia.,1,0.0804,0.4167,10,1,12845,4.965e-05,42,186
glm-5.3-flash,Geger,Geger artinya keributan atau kehebohan.,1,0.5676,0.9991,6,2,5444,9.58e-05,42,179
glm-5.3-flash,Gentho,**Gentho** dalam bahasa Jawa berarti **gatal** dalam bahasa Indonesia.,0,0.0554,0.303,13,1,19877,4.865e-05,42,182
glm-5.3-flash,Graji,"Graji berarti **gergaji**, yaitu alat untuk memotong kayu.",1,0.71,0.9999,1,1,7553,3.49e-05,42,127
glm-5.3-flash,Iki,"**Iki** berarti ""ini"" dalam bahasa Indonesia.",1,0.2392,0.8919,18,1,5901,2.34e-05,42,81
glm-5.3-flash,Inggil,"**Inggil** berarti tinggi, dan dalam konteks bahasa Jawa halus (krama) juga berarti mulia atau luhur, misalnya pada istilah ""basa inggil"" (bahasa halus untuk menghormati lawan bicara).",1,0.5192,0.9981,2,3,12622,5.6225e-05,43,212
glm-5.3-flash,Isuk,"Kata ""isuk"" dalam bahasa Jawa berarti **""pagi""** dalam bahasa Indonesia.",1,0.3675,0.9813,13,1,8290,3.39e-05,42,123
glm-5.3-flash,Jalaran,"Jalaran berarti ""sebab"" atau ""karena"" dalam bahasa Indonesia.",1,0.5019,0.9975,7,1,11499,6.1725e-05,43,234
glm-5.3-flash,Janganan,**Janganan** berarti sayuran atau masakan berbahan dasar sayur (sayur-mayur).,1,0.577,0.9993,3,1,11703,5.5975e-05,43,211
glm-5.3-flash,Jeblos,"**Jeblos** berarti jatuh atau terperosok ke dalam sesuatu (misalnya air, lumpur, atau lubang).",1,0.5311,0.9985,8,1,19613,7.015e-05,42,268
glm-5.3-flash,Jeglongan,"""Jeglongan"" berarti tergantung atau tersampir (misalnya kain/kipas yang menggantung menjuntai).",0,0.1885,0.7993,10,1,6418,1.1975e-05,43,35
glm-5.3-flash,Kae,"Kae artinya ""itu"".",1,0.2369,0.8886,5,1,12670,3.365e-05,42,122
glm-5.3-flash,Kajeng,"Kajeng berarti ""hari"" (satuan waktu yang digunakan dalam penanggalan tradisional Jawa/Bali, seperti pada istilah Kajeng Kliwon).",0,-0.0167,0.0555,20,2,63743,0.000470475,43,1869
glm-5.3-flash,Kawulo,"Kawulo berarti ""hamba"" atau ""saya"" dalam bahasa Jawa halus (krama) untuk menyebut diri sendiri.",1,0.487,0.9968,5,2,9351,6.14e-05,42,233
glm-5.3-flash,Kaya dene,"""Kaya dene"" berarti ""seperti"" atau ""bagaimana jika"", biasa digunakan untuk membuat perbandingan atau sindiran (ansambung), misalnya dalam tembang macapat.",1,0.4717,0.9959,1,1,14583,0.00012805,44,499
glm-5.3-flash,Kebluk,"Kata ""kebluk"" dalam bahasa Jawa berarti sangat larut atau asyik dalam suatu kegiatan hingga lupa waktu dan lingkungan sekitar.",0,0.4297,0.9923,5,2,13496,7.6725e-05,43,294
glm-5.3-flash,Keluk,"Keluk berarti ""bentuk"" atau ""wujud"" dalam bahasa Indonesia.",0,0.1247,0.6032,14,1,1909,1.515e-05,42,48
glm-5.3-flash,Kepethuk,"Kepethuk dalam bahasa Jawa berarti ""ketemu"" atau ""bertemu"" dalam bahasa Indonesia.",1,0.3907,0.9866,10,1,12818,3.905e-05,44,143
glm-5.3-flash,Keplongor,"**Keplongor** berarti terjungkur atau terkapar, yaitu jatuh menelungkup (muka ke bawah) ke tanah.",0,0.159,0.7212,13,1,16641,0.0001068,44,414
glm-5.3-flash,Kiwa,"Kiwa berarti ""kiri"" dalam bahasa Indonesia.",1,0.2071,0.8387,11,1,8713,2.79e-05,42,99
glm-5.3-flash,Koen,"**Koen** artinya ""kamu"" (kata ganti orang kedua, biasa dipakai dalam bahasa Jawa dialek Surabaya/Timur).",1,0.4464,0.9941,11,1,13983,6.34e-05,42,241
glm-5.3-flash,Kowe,"Kowe berarti ""kamu"" atau ""engkau"" dalam bahasa Indonesia.",1,0.1493,0.6911,7,1,9771,3.665e-05,42,134
glm-5.3-flash,Kula,"""Kula"" dalam bahasa Jawa berarti ""saya"" (kata ganti orang pertama), yaitu bentuk krama atau halus.",1,0.2046,0.834,2,1,16578,9.88e-05,42,185
glm-5.3-flash,Kulon,"Kulon berarti ""barat"" (arah matahari terbenam).",1,0.2605,0.918,16,1,13123,4.73e-05,42,82
glm-5.3-flash,Kupat,"Kupat berarti ketupat, yaitu makanan berbahan beras yang dibungkus anyaman daun kelapa muda (janur) dan direbus.",1,0.7116,0.9999,4,1,15922,8.445e-05,43,156
glm-5.3-flash,Lanang,"""Lanang"" dalam bahasa Jawa berarti laki-laki.",1,0.4027,0.9886,17,1,6122,3.565e-05,42,130
glm-5.3-flash,lhais,**Lhais** (bentuk lain dari kata Jawa *lair*) berarti **lahir** atau dilahirkan dalam bahasa Indonesia.,0,0.0359,0.2181,20,1,50876,0.00045465,42,1806
glm-5.3-flash,Likur,"**Likur** berarti ""dua puluh"" (angka 20) dalam bahasa Indonesia.",1,0.3451,0.9742,6,1,27717,0.0001799,42,707
glm-5.3-flash,Londo ireng,"**Londo ireng** berarti ""orang kulit hitam"" — istilah Jawa untuk menyebut orang asing berkulit gelap (umumnya keturunan Afrika), karena *londo* = Belanda/orang asing berkulit putih dan *ireng* = hitam.",1,0.5536,0.9989,2,1,15759,9.13e-05,44,352
glm-5.3-flash,Luwes,Luwes berarti fleksibel atau mudah menyesuaikan diri dengan keadaan dan lingkungan sekitar.,1,0.6308,0.9997,8,2,19304,9.88e-05,42,185
glm-5.3-flash,Mbanyol,"**Mbanyol** artinya gila, bodoh, atau melakukan hal yang konyol/tidak masuk akal.",0,0.4148,0.9904,9,1,10480,0.00013745,43,262
glm-5.3-flash,Mbeling,"**Mbeling** artinya nakal, jahil, atau suka berbuat onar dengan cara yang lucu menggelitik.",1,0.5427,0.9987,2,1,12114,6.2225e-05,43,236
glm-5.3-flash,mbesengut,**Mbesengut** artinya merajuk atau cemberut karena tersinggung atau tidak senang.,1,0.4602,0.9952,7,1,10055,6.605e-05,44,251
glm-5.3-flash,Mbok,"Kata ""mbok"" dalam bahasa Jawa berarti ""tolong"" atau partikel untuk menyatakan harapan/permintaan lembut (misalnya ""mbok ya"" ≈ ""tolong dong""), dan juga bisa berarti ""mungkin/paling"".",0,0.329,0.9677,17,2,23261,0.00017415,42,684
glm-5.3-flash,Mboten,"""Mboten"" dalam bahasa Jawa (krama) berarti ""tidak"" dalam bahasa Indonesia.",1,0.2974,0.95,16,1,5985,4.5725e-05,43,170
glm-5.3-flash,Meh,"**Meh** artinya ""hampir"" dalam bahasa Indonesia.",1,0.4465,0.9941,2,1,5996,6.1575e-05,41,234
glm-5.3-flash,Mekaten,"Mekaten artinya ""seperti ini"" atau ""demikian"".",1,0.3833,0.985,10,1,5544,3.7725e-05,43,138
glm-5.3-flash,Mendoan,"Mendoan adalah kata bahasa Jawa (dialek Banyumas) yang berarti setengah matang atau digoreng sebentar sehingga teksturnya masih lembut, terkenal pada hidangan tempe mendoan.",0,0.7747,1.0,7,1,7368,6.7725e-05,43,258
glm-5.3-flash,Meneh,"""Meneh"" dalam bahasa Jawa artinya ""lagi"" dalam bahasa Indonesia.",1,0.6043,0.9995,7,1,4124,3.6225e-05,43,132
glm-5.3-flash,Menungso,"""Menungso"" dalam bahasa Jawa artinya **manusia** dalam bahasa Indonesia.",1,0.364,0.9803,2,1,8340,0.00010895,43,205
glm-5.3-flash,Mrene,"Mrene artinya ""kemari"" atau ""ke sini"".",1,0.6161,0.9996,1,1,5876,4.115e-05,42,152
glm-5.3-flash,Mripate,"Mripate artinya ""matanya"" dalam bahasa Indonesia.",1,0.483,0.9966,2,1,4641,3.3725e-05,43,122
glm-5.3-flash,Muwah-muwuh,**Muwah-muwuh** berarti mengigau atau berkata-kata melantur tidak jelas arahnya.,0,0.0917,0.4676,19,1,13593,9.37e-05,46,361
glm-5.3-flash,Namung,"**Namung** dalam bahasa Jawa berarti ""tapi"" atau ""akan tetapi"" dalam bahasa Indonesia.",0,0.2245,0.8696,16,1,14260,8.08e-05,42,149
glm-5.3-flash,Nanging,"""nanging"" artinya ""tetapi"" atau ""namun"".",1,0.381,0.9845,3,1,4790,1.48e-05,42,17
glm-5.3-flash,Ndrawasi,**Ndrawasi** artinya melamban-lambankan atau menunda-nunda pekerjaan.,0,0.2905,0.9452,9,2,20667,8.3975e-05,43,323
glm-5.3-flash,Nduwur,"Nduwur artinya ""di atas"" atau ""atas"".",1,0.4738,0.9961,6,1,10289,3.805e-05,44,139
glm-5.3-flash,Nedha,"**Nedha** artinya makan (bentuk krama/halus dari kata ""mangan"").",1,0.4,0.9882,1,1,6413,3.465e-05,42,126
glm-5.3-flash,Ngarit,Ngarit artinya menebang atau memotong rumput/alang-alang menggunakan arit (sabit).,1,0.5827,0.9993,8,1,10511,8.7725e-05,43,338
glm-5.3-flash,Ngebaki,**Ngebaki** berarti menyisakan atau meninggalkan sisa makanan yang tidak dimakan habis.,0,0.3348,0.9702,5,1,10344,5.3225e-05,43,200
glm-5.3-flash,Ngecembeng,**Ngecembeng** artinya sembunyi-sembunyi atau bersembunyi (melakukan sesuatu secara tersembunyi).,0,0.1066,0.5305,14,1,16573,9.9375e-05,45,384
glm-5.3-flash,Ngelih,"Ngelih dalam bahasa Jawa berarti lelah atau capek, dan juga bisa berarti malas atau enggan.",0,0.4149,0.9904,8,1,10824,5.0225e-05,43,188
glm-5.3-flash,nggapleki,"**Nggapleki** artinya memberi (makan) gaplek atau singkong kering, yang secara kiasan bisa berarti memperlakukan seseorang dengan sangat buruk.",0,0.4525,0.9945,4,1,87298,0.0005628,44,2238
glm-5.3-flash,Nggawe,**Nggawe** berarti *membuat* atau *mengerjakan* dalam bahasa Indonesia.,1,0.4463,0.9941,18,1,13117,5.1475e-05,43,193
glm-5.3-flash,nggeh,"**Nggeh** artinya ""iya"" dalam bahasa Indonesia — sebuah jawaban setuju yang sopan dalam bahasa Jawa, biasanya digunakan saat berbicara kepada orang yang lebih tua atau dihormati.",1,0.7353,1.0,1,1,11128,5.965e-05,42,226
glm-5.3-flash,Nggoser,Nggoser berarti menggeser atau merebut tempat/dudukan orang lain hingga ia tersingkir dari posisinya.,0,0.383,0.985,3,1,19354,9.9475e-05,43,385
glm-5.3-flash,Nggugah,"Nggugah berarti menggugah, yaitu membangkitkan atau membangun semangat, perasaan, atau semangat seseorang.",1,0.5662,0.9991,2,1,8653,7.58e-05,44,290
glm-5.3-flash,Ngono,"""Ngono"" dalam bahasa Indonesia berarti ""seperti itu"" atau ""begitu"".",1,0.2406,0.8938,14,1,5348,4.565e-05,42,170
glm-5.3-flash,Niku,"Niku dalam bahasa Jawa berarti ""kamu"" atau ""anda"" (orang kedua tunggal).",0,0.0697,0.3679,14,1,2138,2.78e-05,42,43
glm-5.3-flash,Ning,"""Ning"" dalam bahasa Jawa berarti ""di"" (kata depan penunjuk tempat, misalnya ""ning omah"" = di rumah), atau bisa juga berupa sapaan untuk perempuan muda yang berarti ""nona/mbak"".",0,0.3814,0.9846,7,2,13204,0.000119075,41,464
glm-5.3-flash,Ningali,"""Ningali"" berarti melihat atau memandang.",1,0.2248,0.8701,5,1,6135,4.215e-05,42,156
glm-5.3-flash,Njero,"**Njero** dalam bahasa Jawa berarti ""di dalam"" atau ""bagian dalam"" dalam bahasa Indonesia.",1,0.2402,0.8933,4,1,9768,7.715e-05,42,296
glm-5.3-flash,Nrimo,**Nrimo** berarti ikhlas menerima apa adanya (nasib atau takdir) tanpa mengeluh.,1,0.5692,0.9992,5,1,6437,4.8225e-05,43,180
glm-5.3-flash,Nyambut,"""Nyambut"" berarti menyambut atau menerima (kedatangan/tamu) seseorang.",0,0.0639,0.3415,15,1,9509,5.2475e-05,43,197
glm-5.3-flash,Nyandhak,**Nyandhak** artinya mendekat atau mendekati.,0,0.3574,0.9783,10,1,5855,5.905e-05,44,223
glm-5.3-flash,Og,"**Og** adalah partikel khas bahasa Jawa (terutama dialek Jawa Timur, misalnya Blitar) yang setara dengan ""juga"" (dari kata *uga*) atau berfungsi sebagai penekanan seperti ""lho/banget/sekali"" dalam bahasa Indonesia.",1,0.55,0.9988,1,1,164964,0.001286075,41,5132
glm-5.3-flash,Padha,"**Padha** artinya ""sama"" atau ""serupa"" dalam bahasa Indonesia.",1,0.7236,0.9999,2,3,4993,4.115e-05,42,152
glm-5.3-flash,Pancen,"""Pancen"" dalam bahasa Jawa berarti ""memang"" dalam bahasa Indonesia.",1,0.318,0.9622,13,1,5290,3.29e-05,42,119
glm-5.3-flash,Panggah,"""Panggah"" berarti **tetap** atau **masih** (tetap melakukan sesuatu), misalnya ""panggah lunga"" = tetap pergi.",1,0.4385,0.9933,9,1,10740,8.6725e-05,43,334
glm-5.3-flash,Panjenengan,"""Panjenengan"" artinya ""Anda"" atau ""saudara"" dalam bahasa Indonesia, yaitu kata ganti orang kedua yang sopan dan halus dalam bahasa Jawa.",1,0.4305,0.9924,3,1,9859,4.6975e-05,43,175
glm-5.3-flash,Pedhot,"**Pedhot** artinya terputus atau padam, misalnya digunakan untuk listrik atau aliran yang tiba-tiba putus.",1,0.4721,0.996,5,1,13262,6.615e-05,42,252
glm-5.3-flash,Pewe,"Pewe berarti percaya diri, santai, dan tidak gugup atau khawatir menghadapi sesuatu (kadang bernuansa negatif seperti cuek).",1,0.5179,0.9981,4,2,18939,8.615e-05,42,332
glm-5.3-flash,Pindho,"**Pindho** berarti ""dua"" dalam bahasa Indonesia.",0,0.3949,0.9873,8,1,8656,5.3725e-05,43,202
glm-5.3-flash,Pirantos,"**Pirantos** (bentuk dari ""piranti"") berarti **alat** atau **perkakas** dalam bahasa Indonesia.",1,0.5498,0.9988,9,1,116784,0.000902725,43,3598
glm-5.3-flash,Pitakon,"Pitakon berarti ""pertanyaan"" atau ""tanya"" dalam bahasa Indonesia.",1,0.5412,0.9987,4,1,9524,3.4725e-05,43,126
glm-5.3-flash,Piyambak,"**Piyambak** artinya **sendiri** (sendirian, tanpa teman atau orang lain).",1,0.531,0.9985,12,2,15610,5.305e-05,44,199
glm-5.3-flash,Purun,"""Purun"" dalam bahasa Jawa berarti ""bersedia"" atau ""mau"" dalam bahasa Indonesia.",1,0.7392,1.0,1,1,11702,3.84e-05,42,141
glm-5.3-flash,Reksa,"**Reksa** berarti menjaga, merawat, atau memelihara.",1,0.7089,0.9999,5,1,12468,9.195e-05,43,171
